Domain Code,Domain,Area Code (M49),Country,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","404","Kenya","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","13446343","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","393758","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","229539","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","258716","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","293253","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","288065","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","352887","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","192193","E","Estimated value"
"QV","Value of Agricultural Production","414","Kuwait","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","231508","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1168207","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1319590","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1633373","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","2196946","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","2735386","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","2323511","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","2066181","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","3007575","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","3032860","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","3307874","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","3347085","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","2919998","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","2485045","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","3059360","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","2893617","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","2807819","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","2911157","E","Estimated value"
"QV","Value of Agricultural Production","417","Kyrgyzstan","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","3094654","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","973571","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1110516","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1358353","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","1781921","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","2228625","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","2696437","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","3510185","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","4040432","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","3650039","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","4097096","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","4982663","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","5890402","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","6087954","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","5428112","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","5329654","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","5347944","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","5274684","E","Estimated value"
"QV","Value of Agricultural Production","418","Lao People's Democratic Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","4914400","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","618623","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","734172","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","784584","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","1194660","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","1306503","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","921922","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","1040950","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","1297485","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1454222","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","1382943","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","1327985","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","1218659","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","1135853","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","1341068","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","1208039","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","1422298","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","1524135","E","Estimated value"
"QV","Value of Agricultural Production","428","Latvia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","1673037","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1314750","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1221801","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1586952","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","1834314","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","2056111","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","1838850","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","1758114","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","1631548","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1771133","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","2012343","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","2442515","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","2508060","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","3622222","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","3192718","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","3111993","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","3265449","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","3153879","E","Estimated value"
"QV","Value of Agricultural Production","422","Lebanon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","3317606","E","Estimated value"
"QV","Value of Agricultural Production","426","Lesotho","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","78333","E","Estimated value"
"QV","Value of Agricultural Production","426","Lesotho","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","310651","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1343355","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1467498","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1384340","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","2357725","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","2651957","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","1866060","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","2026266","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","2797501","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","3032454","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","2868237","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","2735036","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","2390054","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","2133244","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","2411112","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","2294496","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","2464123","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","2857813","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","3115561","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","252380","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","233560","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","240788","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","292772","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","311391","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","236614","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","255241","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","293006","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","274020","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","303110","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","310315","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","245425","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","230977","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","277531","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","307481","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","286289","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","305977","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","328578","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1308049","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1787893","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","3127144","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","4517293","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","5560588","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","6451814","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","5136320","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","5733366","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","5405089","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","5385416","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","4917001","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","3603639","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","3361281","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","3954037","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","3752259","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","3935570","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","4089891","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","4345896","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","2010932","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","2144618","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","3017020","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","3713757","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","4905141","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","7821531","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","7205255","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","7768723","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","7122133","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","7775325","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","8919785","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","8268174","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","7441927","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","8950455","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","11003772","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","12905887","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","15951598","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","17186184","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","7307359","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","7511163","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","10529108","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","13314327","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","16959801","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","17494784","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","24791815","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","33658866","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","29259383","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","24618738","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","25086799","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","20562340","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","21239029","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","23049081","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","20089132","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","17671324","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","20130121","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","28545782","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","935","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","335","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1106","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","386","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","712","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","947","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","8290","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","4694","E","Estimated value"
